[INFO] 2022-04-22 15:06:01,879 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext: initialization started
[INFO] 2022-04-22 15:06:03,116 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext initialized in 1235 ms
[INFO] 2022-04-22 15:06:03,137 org.springframework.web.servlet.DispatcherServlet initServletBean - Initializing Servlet 'appServlet'
[INFO] 2022-04-22 15:06:04,246 org.springframework.web.servlet.DispatcherServlet initServletBean - Completed initialization in 1109 ms
[INFO] 2022-04-22 15:16:05,954 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext: initialization started
[INFO] 2022-04-22 15:16:07,260 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext initialized in 1303 ms
[INFO] 2022-04-22 15:16:07,280 org.springframework.web.servlet.DispatcherServlet initServletBean - Initializing Servlet 'appServlet'
[INFO] 2022-04-22 15:16:08,455 org.springframework.web.servlet.DispatcherServlet initServletBean - Completed initialization in 1175 ms
[INFO] 2022-04-22 15:17:08,920 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext: initialization started
[INFO] 2022-04-22 15:17:10,171 org.springframework.web.context.ContextLoader initWebApplicationContext - Root WebApplicationContext initialized in 1249 ms
[INFO] 2022-04-22 15:17:10,191 org.springframework.web.servlet.DispatcherServlet initServletBean - Initializing Servlet 'appServlet'
[INFO] 2022-04-22 15:17:11,317 org.springframework.web.servlet.DispatcherServlet initServletBean - Completed initialization in 1126 ms
